Symbol,Order Date,Transaction Date,Type,Cancel Reason,Amount,Price
MSTR,7/1/25 6:12p ET,7/2/25 9:30a ET,Sell,"","100","$383.35"
TGLS,7/1/25 6:11p ET,7/2/25 9:35a ET,Sell,"","519","$76.02"
SMMT,7/1/25 6:11p ET,7/2/25 9:30a ET,Sell,"","1,347","$21.24"
DLTR,7/1/25 6:09p ET,7/2/25 9:30a ET,Buy,"","1,633","$100.91"
DG,7/1/25 6:09p ET,7/2/25 9:30a ET,Buy,"","1,379","$115.58"
TSLA,6/10/25 10:15p ET,6/11/25 9:30a ET,Cover,"","284","$334.40"
TSLA,6/5/25 9:38p ET,6/6/25 9:30a ET,Short,"","284","$298.84"
TSM,6/3/25 10:16p ET,6/4/25 9:30a ET,Buy,"","428","$201.38"
CVNA,5/20/25 10:28p ET,5/21/25 9:30a ET,Sell,"","549","$294.17"
CVX,5/20/25 10:27p ET,5/21/25 9:30a ET,Sell,"","312","$136.64"
SMMT,5/20/25 10:26p ET,5/21/25 9:30a ET,Sell,"","2,653","$24.13"
AAPL,5/20/25 10:26p ET,5/21/25 9:30a ET,Sell,"","573","$205.12"
MAR,5/20/25 10:25p ET,5/21/25 9:30a ET,Sell,"","262","$263.89"
TGLS,5/20/25 10:24p ET,5/21/25 9:30a ET,Buy,"","519","$84.36"
MSTR,5/20/25 10:18p ET,5/21/25 9:30a ET,Sell,"","150","$415.92"
RCL,5/20/25 10:17p ET,5/21/25 9:30a ET,Buy,"","101","$244.50"
LLY,5/20/25 10:16p ET,5/21/25 9:30a ET,Buy,"","27","$747.07"
CCL,5/20/25 10:15p ET,5/21/25 9:30a ET,Buy,"","1,028","$22.49"
ADBE,5/20/25 10:15p ET,5/21/25 9:30a ET,Buy,"","78","$414.86"
SSD,5/20/25 10:14p ET,5/21/25 9:30a ET,Buy,"","106","$158.48"
RDFN,5/20/25 9:11p ET,5/21/25 9:30a ET,Buy,"","10,000","$10.11"
ALB,5/20/25 9:07p ET,5/21/25 9:30a ET,Buy,"","1,000","$58.53"
META,5/20/25 9:03p ET,5/21/25 9:30a ET,Buy,"","100","$631.50"
NVDA,5/13/25 11:22a ET,5/13/25 11:22a ET,Buy,"","1,200","$130.11"
CVNA,5/13/25 11:21a ET,5/13/25 11:21a ET,Buy,"","400","$293.79"
PEP,5/13/25 11:14a ET,5/13/25 11:14a ET,Buy,"","281","$130.78"
KO,5/13/25 11:14a ET,5/13/25 11:14a ET,Buy,"","623","$69.02"
WMT,5/13/25 11:13a ET,5/13/25 11:13a ET,Sell,"","484","$96.56"
COST,5/13/25 11:12a ET,5/13/25 11:12a ET,Sell,"","150","$1,012.26"
JPM,5/13/25 11:11a ET,5/13/25 11:11a ET,Buy,"","90","$262.88"
MAR,5/13/25 11:11a ET,5/13/25 11:11a ET,Buy,"","165","$274.76"
AAPL,5/13/25 11:10a ET,5/13/25 11:10a ET,Buy,"","500","$211.40"
NVDA,5/13/25 11:10a ET,5/13/25 11:10a ET,Buy,"","200","$129.72"
SMMT,5/13/25 11:08a ET,5/13/25 11:09a ET,Buy,"","3,700","$24.34"
MSTR,5/13/25 11:08a ET,5/13/25 11:08a ET,Sell,"","100","$407.82"
CVNA,5/13/25 11:07a ET,5/13/25 11:07a ET,Buy,"","141","$292.68"
JPM,5/13/25 10:59a ET,5/13/25 10:59a ET,Buy,"","100","$262.46"
COST,5/13/25 10:55a ET,5/13/25 10:55a ET,Sell,"","300","$1,012.55"
MAR,5/13/25 10:54a ET,5/13/25 10:55a ET,Buy,"","200","$274.28"
PEP,5/13/25 10:54a ET,5/13/25 10:54a ET,Buy,"","100","$131.28"
KO,5/13/25 10:54a ET,5/13/25 10:54a ET,Buy,"","100","$69.22"
SMMT,5/13/25 10:47a ET,5/13/25 10:47a ET,Buy,"","300","$24.41"
MSTR,5/13/25 10:40a ET,5/13/25 10:40a ET,Buy,"","350","$406.70"
CVNA,5/13/25 9:53a ET,5/13/25 9:53a ET,Buy,"","200","$285.39"
AAPL,5/8/25 10:02p ET,5/9/25 9:30a ET,Buy,"","200","$199.01"
CVX,5/8/25 9:54p ET,5/9/25 9:30a ET,Buy,"","500","$138.48"
COST,5/8/25 9:53p ET,5/9/25 9:30a ET,Buy,"","500","$1,004.61"
NVDA,5/8/25 9:52p ET,5/9/25 9:30a ET,Buy,"","1,000","$117.35"
WMT,5/8/25 9:52p ET,5/9/25 9:30a ET,Buy,"","1,000","$96.86"
COST,5/8/25 9:51p ET,,Buy,"User Initiated","200","N/A"
